1.5264706766057206-0.0248162593178631i	1.5264982566601917-0.025316805726297804i	1.5265166405964945-0.025827896684897333i	1.5265252383025498-0.02634957447273162i	1.526523434350059-0.026881859138573442i	1.526510587878604-0.027424746081314535i	1.5264860326259249-0.02797820347808961i	1.5264490771260533-0.02854216956048911i	1.5263990050986656-0.02911654974117512i	1.5263350760546692-0.029701213595491684i	1.526256526144602-0.03029599170531003i	1.5261625692778362-0.030900672375397117i	1.5260523985418142-0.031514998236065454i	1.5259251879514812-0.0321386627497702i	1.5257800945596909-0.03277130664367492i	1.5256162609595072-0.03341251429500952i	1.525432818208955-0.034061810101278824i	1.5252288892077261-0.034718654873017514i	1.5250035925535643-0.035382442292779676i	1.5247560469033574-0.036052495490326346i	1.5244853758602916-0.03672806379043739i	1.5241907134036068-0.037408319696299326i	1.5238712098714549-0.03809235617785343i	1.5235260384999878-0.03877918434063919i	1.5231544025130386-0.0394677315563158i	1.5227555427465282-0.04015684014093238i	1.5223287457800703-0.04084526667086008i	1.5218733525351584-0.041531682028781707i	1.5213887672849484-0.042214672272924574i	1.5208744670051175-0.04289274042147454i	1.5203300109788918-0.0435643092404823i	1.5197550505523676-0.04422772511724092i	1.5191493389191633-0.044881263091788796i	1.5185127407967003-0.0455231331066403i	1.5178452418406472-0.04615148751891491i	1.517146957629881-0.04676442989967542i	1.5164181420424905-0.04736002512256845i	1.5156591948345506-0.04793631071801194i	1.5148706682284432-0.04849130944057585i	1.5140532723170388-0.04902304296641403i	1.5132078790947632-0.04952954660536162i	1.5123355249369477-0.050008884879518004i	1.5114374113652445-0.05045916778784305i	1.5105149039594408-0.05087856754568071i	1.509569529304615-0.051265335560437i	1.5086029698968593-0.05161781938115525i	1.5076170569701133-0.051934479341681834i	1.5066137612500459-0.05221390460562596i	1.5055951816871822-0.05245482831733236i	1.5045635322691664-0.052656141567304034i	1.5035211270595552-0.05281690589332811i	1.5024703636561338-0.052936364060012196i	1.501413705303712-0.05301394888919946i	1.5003536619330071-0.05304928995107841i	1.4992927704270713-0.053042217969659404i	1.4982335744384918-0.05299276684524818i	1.4971786040933897-0.05290117324894589i	1.496130355921465-0.052767873798205876i	1.4950912733448922-0.05259349987615505i	1.4940637280429983-0.05237887020883827i	1.4930500024850701-0.05212498136197446i	1.4920522738913682-0.051832996360641585i	1.491072599843827-0.051504231670228474i	1.4901129057245512-0.05114014280404504i	1.4891749741137974-0.050742308841575205i	1.488260436231367-0.050312416151284095i	1.4873707654579602-0.049852241613315036i	1.486507272927572-0.049363635630834755i	1.4856711051398686-0.04884850520499325i	1.4848632435037454-0.04830879732847202i	1.4840845056908105-0.047746482927568605i	1.4833355486509336-0.047163541553961644i	1.4826168731214968-0.04656194699599061i	1.4819288294476314-0.045943653946700094i	1.4812716245222868-0.04531058583317701i	1.4806453296520614-0.044664623879858374i	1.480049889156745-0.04400759744835626i	1.4794851295168574-0.04334127566861099i	1.4789507688933368-0.04266736035134455i	1.4784464268562454-0.04198748015017114i	1.477971634174132-0.04130318592350225i	1.4775258425318532-0.040615947231590566i	1.4771084340615752-0.03992714989260152i	1.476718730588773-0.03923809451330381i	1.4763560025118616-0.038549995904573545i	1.47601947725023-0.03786398328911071i	1.475708347210619-0.0371811012082362i	1.4754217772357399-0.036502311036029945i	1.4751589115116504-0.03582849301204272i	1.4749188799215989-0.03516044870803897i	1.4747008038437739-0.03449890384939928i	1.474503801398701-0.03384451141765332i	1.4743269921589444-0.03319785496688217i	1.4741695013393858-0.032559452093211184i	1.4740304634907833-0.03192975800313544i	1.4739090257226402-0.031309169132831875i	1.4738043504837945-0.03069802677680319i	1.4737156179306645-0.030096620690078797i	1.473642027913889-0.029505192633706132i	1.4735828016142993-0.028923939838358458i	1.4735371828588297-0.028353018365539554i	
1.5269702714468674-0.02477893689180942i	1.52700865370901-0.025288357294423257i	1.5270379053901288-0.025808909690577624i	1.5270574154547132-0.02634066272743596i	1.52706654514467-0.026883663082881686i	1.527064627701277-0.027437932910949734i	1.527050968231931-0.028003467113337104i	1.5270248437451424-0.02858023043551016i	1.5269855033792517-0.02916815438786762i	1.526932168852387-0.029767133994743514i	1.526864035163139-0.030377024376780255i	1.526780271573309-0.030997637175404918i	1.526680022905766-0.031628736831835355i	1.5265624111918887-0.03227003673725326i	1.5264265377041675-0.03292119527553066i	1.5262714854101853-0.03358181178519352i	1.5260963218843033-0.03425142247314821i	1.5259001027127748-0.03492949631906333i	1.5256818754266113-0.035615431016149515i	1.525440683994142-0.03630854900134803i	1.5251755739017203-0.03700809363552883i	1.524885597846273-0.03771322560208366i	1.5245698220572148-0.03842301960011269i	1.5242273332575484-0.03913646141603984i	1.5238572462645843-0.03985244546470312i	1.523458712219621-0.04056977289746241i	1.5230309274230323-0.041287150380313796i	1.5225731427365525-0.042003189649028036i	1.5220846734982363-0.0427164079505361i	1.5215649098776975-0.043425229479747224i	1.5210133275801287-0.04412798791827043i	1.5204294987875642-0.044822930175700465i	1.5198131032053712-0.04550822142483684i	1.519163939061598-0.04618195150909716i	1.5184819338872582-0.046842142783223115i	1.517767154887664-0.047486759427028936i	1.517019818699417-0.0481137182464291i	1.5162403003154996-0.04872090094649858i	1.5154291409530605-0.04930616782825842i	1.5145870546358418-0.04986737282485425i	1.5137149332665687-0.050402379754639626i	1.5128138499747588-0.05090907962944691i	1.5118850605427727-0.05138540881728227i	1.510930002737813-0.05182936782124195i	1.509950293409934-0.05223904040215384i	1.5089477232555937-0.05261261274289066i	1.507924249192101-0.052948392329037745i	1.506881984339431-0.05324482620507196i	1.5058231856608058-0.05350051825865222i	1.5047502393704533-0.053714245188971936i	1.5036656442740775-0.053884970828938734i	1.5025719932626356-0.0540118585153491i	1.5014719532309078-0.05409428123585808i	1.5003682437369086-0.05413182932556367i	1.4992636147545835-0.05412431553812201i	1.498160823898818-0.05407177737475413i	1.4970626135174292-0.05397447661723946i	1.4959716880487555-0.05383289607572162i	1.4948906920355731-0.05364773362648158i	1.4938221891666768-0.05341989367638282i	1.492768642687451-0.05315047624723662i	1.4917323974814491-0.052840763922912225i	1.4907156640781034-0.05249220694303033i	1.4897205047891648-0.05210640675837109i	1.4887488221204863-0.05168509838401585i	1.4878023495484445-0.051230131896532846i	1.4868826446937664-0.05074345342148228i	1.485991084871688-0.05022708594785019i	1.4851288649478798-0.049683110287765175i	1.4842969973857607-0.04911364647432324i	1.4834963143336621-0.048520835859033176i	1.4827274715704184-0.04790682413487718i	1.4819909541055847-0.0472737454728402i	1.4812870832155802-0.04662370792050343i	1.480616024689236-0.045958780172295245i	1.4799777980549407-0.04528097978344162i	1.479372286566064-0.044592262864538205i	1.4787992477307232-0.043894515261742255i	1.478258324185342-0.04318954519938825i	1.4777490547278742-0.04247907733769449i	1.477270885345154-0.041764748178279514i	1.4768231800887301-0.04104810273441752i	1.4764052316740166-0.04033059237115777i	1.4760162716979703-0.03961357371234104i	1.475655480390293-0.03889830850681445i	1.4753219958318697-0.038185964344370014i	1.4750149225915392-0.03747761611269121i	1.4747333397480644-0.03677424808945084i	1.4744763082782466-0.03607675656824768i	1.4742428778044152-0.03538595292290614i	1.4740320927050514-0.034702567021431395i	1.4738429976011052-0.0340272509082969i	1.4736746422377587-0.03336058268146103i	1.4735260857870625-0.032703070498334666i	1.4733964006011957-0.03205515665265752i	1.4732846754492037-0.031417221671736335i	1.4731900182720994-0.030789588390635936i	1.4731115584923415-0.030172525966609003i	1.4730484489140478-0.029566253803246074i	1.4729998672500004-0.028970945359488603i	1.4729650173107023-0.028386731823762546i	
1.527478408682993-0.024730567814693682i	1.5275281767824476-0.025248773609378574i	1.5275689071764509-0.025778718398759254i	1.5275999683107198-0.026320499581083824i	1.5276206983789875-0.026874193017393206i	1.5276304048613836-0.027439850345098212i	1.5276283642042165-0.028017496094416783i	1.5276138216663422-0.02860712460398049i	1.527585991359729-0.02920869673383071i	1.5275440565142773-0.029822136376360355i	1.5274871699993975-0.030447326768563248i	1.5274144551372177-0.031084106612278492i	1.5273250068445323-0.03173226601300527i	1.527217893142606-0.03239154225235737i	1.5270921570756544-0.033061615414357946i	1.5269468190800741-0.03374210389157111i	1.526780879847194-0.03443255980353505i	1.5265933237223175-0.03513246436709834i	1.5263831226819418-0.035841223266034235i	1.5261492409291197-0.03655816207566267i	1.5258906401437884-0.03728252180705513i	1.525606285420325-0.03801345464460596i	1.5252951519184332-0.038750019960153065i	1.5249562322455155-0.039491180696200376i	1.524588544578804-0.04023580021986118i	1.5241911415235705-0.040982639757578286i	1.5237631196896129-0.04173035652810074i	1.5233036299519216-0.04247750269717338i	1.5228118883429844-0.04322252528144412i	1.5222871875037567-0.04396376713069811i	1.521728908598129-0.04469946911615098i	1.5211365335721645-0.04542777364763712i	1.520509657614935-0.046146729633603674i	1.5198480016531168-0.04685429898440718i	1.5191514246874065-0.04754836474114715i	1.518419935756185-0.048226740888920774i	1.5176537052917631-0.04888718388488252i	1.5168530756180638-0.049527405897983594i	1.5160185703269455-0.05014508971913383i	1.51515090226467-0.050737905258430215i	1.5142509798613804-0.05130352750096913i	1.5133199115458045-0.051839655745833366i	1.5123590080054916-0.05234403390561148i	1.5113697820801235-0.05281447159799266i	1.5103539461119262-0.05324886571847799i	1.509313406622577-0.05364522214604403i	1.508250256239448-0.054001677203659115i	1.5071667628543064-0.05431651847474269i	1.5060653560629533-0.05458820456657995i	1.5049486110026182-0.054815383413616185i	1.5038192297727946-0.05499690872824181i	1.502680020691949-0.0551318542343828i	1.5015338757044323-0.05521952535956277i	1.500383746306341-0.05525946811311407i	1.499232618403607-0.05525147494029154i	1.4980834865481927-0.05519558741205368i	1.4969393280174637-0.055092095685656074i	1.4958030772066673-0.05494153474908407i	1.4946776007947484-0.05474467753973087i	1.4935656741199472-0.05450252510162409i	1.4924699591648423-0.054216294013136185i	1.491392984502437-0.05388740137604734i	1.49033712749769-0.05351744770510212i	1.489304598995076-0.053108198093416444i	1.4882974306550076-0.052661562052465374i	1.487317465032976-0.05217957243575641i	1.4863663484276555-0.051664363853094974i	1.4854455264603477-0.05111815096853489i	1.4845562422899536-0.05054320705106063i	1.4836995373168032-0.04994184311447576i	1.482876254186188-0.0493163879437789i	1.482087041869037-0.04866916926148424i	1.4813323625730015-0.048002496240853156i	1.4806125002221129-0.04731864352569049i	1.4799275702365795-0.04661983686987984i	1.4792775303453924-0.04590824046559218i	1.4786621921722223-0.04518594598823527i	1.47808123334848-0.0444549633495615i	1.4775342099252247-0.04371721311848186i	1.4770205688766624-0.04297452054234565i	1.4765396605112182-0.04222861107980714i	1.4760907506305387-0.04148110733978811i	1.4756730323014664-0.04073352730917271i	1.4752856371302323-0.03998728374434332i	1.4749276459512768-0.039243684598001594i	1.474598098864739-0.03850393435239564i	1.4742960045764573-0.037769136132552616i	1.4740203490120545-0.037040294477862966i	1.4737701031922585-0.036318318656872677i	1.4735442303699973-0.035604026417947694i	1.4733416924410578-0.03489814807716063i	1.4731614556493298-0.03420133085395154i	1.4730024956149685-0.03351414337452172i	1.4728638017194378-0.03283708027227689i	1.472744380885442-0.03217056682374078i	1.472643260792488-0.03151496356705389i	1.472559492570363-0.030870570858341776i	1.4724921530133805-0.030237633328802985i	1.4724403463580147-0.029616344212282816i	1.472403205665625-0.029006849519343035i	1.4723798938505734-0.028409252039410117i	
1.5279949769076133-0.024670573399834264i	1.5280567326133254-0.025197447761011953i	1.5281095731772276-0.02573668712979935i	1.528152847109878-0.026288420148958862i	1.5281858700222575-0.026852754548231713i	1.5282079239577626-0.027429774331341663i	1.5282182568598441-0.028019536741112804i	1.5282160822021498-0.028622068996425238i	1.5282005788108735-0.029237364796567276i	1.5281708909119271-0.029865380590840086i	1.5281261284385232-0.030506031614090486i	1.5280653676376987-0.031159187692248323i	1.5279876520171811-0.03182466882598809i	1.527891993676669-0.0325022405653746i	1.5277773750700245-0.03319160919384299i	1.5276427512468556-0.03389241674614457i	1.5274870526234268-0.034604235891992664i	1.5273091883335694-0.03532656472507595i	1.5271080502100796-0.03605882150586053i	1.526882517445827-0.036800339416131915i	1.5266314619811745-0.03755036139345611i	1.5263537546601464-0.03830803512454292i	1.5260482721917996-0.039072408287699346i	1.5257139049452497-0.039842424145936445i	1.5253495655965372-0.040616917603542524i	1.5249541986327955-0.04139461184969609i	1.5245267907038815-0.042174115722528174i	1.5240663817936217-0.042953921935451424i	1.5235720771621468-0.043732406313983015i	1.5230430599875215-0.04450782819507585i	1.5224786046092422-0.045278332141473795i	1.5218780902485782-0.04604195112014207i	1.5212410150516773-0.04679661128572641i	1.5205670102715991-0.04754013849664699i	1.519855854375844-0.04827026667231069i	1.5191074868376282-0.04898464807464691i	1.518322021343322-0.04968086556554625i	1.517499758126521-0.0503564468538669i	1.5166411951225784-0.051008880701816715i	1.515747037627592-0.05163563501140645i	1.5148182061442108-0.05223417665834283i	1.513855842104471-0.05280199288460528i	1.5128613111782203-0.053336614003796266i	1.5118362039052125-0.05383563711725661i	1.5107823334298889-0.05429675048622609i	1.5097017301699438-0.054717758158483475i	1.5085966333121084-0.05509660440942117i	1.507469479099758-0.05543139752978273i	1.506322885954885-0.055720432477422754i	1.505159636559089-0.05596221191011781i	1.5039826571015438-0.05615546513176829i	1.502794993983049-0.05629916451569805i	1.5015997883408745-0.056392539015824604i	1.500400248825802-0.05643508443807778i	1.499199623117466-0.05642657021865034i	1.4980011687042614-0.05636704253983031i	1.4968081234777257-0.05625682370508208i	1.4956236766973032-0.056096507789114194i	1.4944509408694364-0.0558869526721055i	1.4932929250556217-0.05562926865631444i	1.492152510078798-0.05532480394447326i	1.4910324260384282-0.05497512732963558i	1.489935232474609-0.054582008503082265i	1.4888633014437194-0.054147396428812965i	1.487818803685863-0.053673396259165854i	1.4868036979811041-0.053162245276123475i	1.4858197237104525-0.05261628833753164i	1.4848683965616183-0.05203795328809305i	1.4839510072511266-0.051429726763435046i	1.4830686230753303-0.05079413077400915i	1.482222092054433-0.050133700406499365i	1.4814120493964953-0.049450962926305075i	1.4806389259826516-0.048748418507966386i	1.479902958560008-0.04802852276337053i	1.479204201324136-0.04729367118220705i	1.478542538577588-0.046546185547078i	1.4779176981631323-0.045788302338211066i	1.4773292653889645-0.04502216310078895i	1.4767766971865752-0.044249806712066186i	1.4762593362687408-0.04347316345594196i	1.4757764250839929-0.04269405078946243i	1.4753271193936732-0.04191417066857908i	1.4749105013273032-0.04113510828895635i	1.4745255918006281-0.04035833209113957i	1.4741713622077008-0.039585194877328006i	1.4738467453232373-0.038816935888668865i	1.4735506453739091-0.03805468369672248i	1.4732819472570284-0.03729945976989105i	1.4730395249021775-0.036552182584547746i	1.4728222487857758-0.03581367216079995i	1.4726289926204488-0.03508465491378825i	1.4724586392505603-0.03436576872275229i	1.472310085792573-0.03365756813144141i	1.4721822480642508-0.03296052960454328i	1.4720740643503363-0.032275056775431105i	1.471984498554488-0.03160148563053743i	1.4719125427881392-0.030940089584940367i	1.4718572194467925-0.030291084412231044i	1.4718175828232762-0.029654632999388485i	1.4717927203058347-0.02903084990421377i	1.4717817532067763-0.028419805698889647i	
1.528519835694274-0.02459835828631121i	1.528594198230183-0.02513375385837727i	1.528659800322909-0.02568215873091857i	1.528715971330955-0.026243735388554852i	1.5287620049545771-0.026818626241430055i	1.5287971583372741-0.02740695069340582i	1.5288206512944413-0.028008801962203577i	1.5288316656976064-0.028624243642228018i	1.528829345045948-0.029253306002506075i	1.528812794260232-0.029895982014376113i	1.5287810797378512-0.03055222310633424i	1.5287332297112426-0.031221934646862022i	1.5286682349555418-0.03190497116019982i	1.528585049894789-0.032601131284965945i	1.5284825941592508-0.03331015249132728i	1.5283597546493042-0.03403170557916507i	1.528215388163689-0.034765388987402744i	1.5280483246516032-0.03551072295340592i	1.5278573711488457-0.03626714357113863i	1.527641316457804-0.03703399680754318i	1.5273989366292342-0.03781053254834313i	1.5271290013002388-0.03859589875704066i	1.5268302809372993-0.03938913584412043i	1.526501555025366-0.04018917135714832i	1.5261416212335501-0.04099481511624898i	1.525749305574653-0.04180475493296577i	1.5253234735593282-0.042617553063259775i	1.524863042326003-0.04343164355681542i	1.5243669937046416-0.04424533067421748i	1.5238343881461214-0.04505678855020218i	1.523264379419547-0.04586406228424983i	1.5226562299476416-0.04666507063842595i	1.5220093266159924-0.047457610515733696i	1.5213231968561511-0.04823936337948947i	1.520597524766445-0.04900790375464467i	1.5198321669990806-0.04976070992496615i	1.519027168109202-0.05049517690519025i	1.5181827750326484-0.05120863172460144i	1.5172994503360755-0.05189835100822674i	1.5163778838676865-0.052561580784668445i	1.5154190024309142-0.053195558386653644i	1.5144239771087056-0.05379753624328015i	1.5133942278839714-0.05436480729376623i	1.5123314252333135-0.05489473168378295i	1.5112374884168174-0.05538476434002813i	1.51011458024632-0.05583248295968671i	1.508965098187274-0.056235615901990874i	1.5077916617334348-0.05659206943231526i	1.5065970960867108-0.05689995374787968i	1.5053844122734468-0.05715760721043449i	1.5041567839294792-0.057363618226811415i	1.5029175210853278-0.057516844253604864i	1.5016700413755708-0.057616427457191914i	1.5004178391785032-0.05766180663345119i	1.4991644532597024-0.057652725080537474i	1.497913433542767-0.057589234219627555i	1.4966683076597886-0.05747169286864547i	1.4954325479415318-0.05730076218805519i	1.4942095394924986-0.05707739643108512i	1.4930025499597521-0.05680282973848228i	1.4918147015484522-0.056478559315679785i	1.4906489457642835-0.056106325414299184i	1.4895080412769035-0.055688088607204755i	1.4883945352032564-0.05522600489484928i	1.4873107480094163-0.05472239920939197i	1.4862587621288263-0.05417973789205574i	1.4852404142974132-0.053600600709394666i	1.484257291515639-0.052987652947362025i	1.4833107304670081-0.05234361808074727i	1.482401820154051-0.051671251462573654i	1.481531407457773-0.050973315416546504i	1.480700105285612-0.05025255604878404i	1.4799083029460187-0.049511682025882686i	1.4791561783742024-0.048753345497628324i	1.4784437118321883-0.0479801252767423i	1.4777707007156018-0.047194512326876006i	1.4771367751177773-0.046398897555098774i	1.4765414138270199-0.04559556185734183i	1.4759839604632947-0.0447866683252071i	1.4754636394945022-0.04397425649037272i	1.474979571908207-0.043160238458342944i	1.4745307903508516-0.04234639676605398i	1.474116253581878-0.04153438378721929i	1.4737348601239038-0.04072572250450874i	1.473385461021422-0.03992180846786672i	1.4730668716489186-0.039123912762623454i	1.4727778825345474-0.038333185818698615i	1.4725172691874142-0.03755066190234495i	1.472283800935102-0.036777264143807026i	1.4720762487934398-0.03601380996733932i	1.471893392402857-0.0352610168036886i	1.4717340260752143-0.03451950797894187i	1.4715969640020619-0.0337898186872024i	1.4714810446801152-0.033072401967597594i	1.4713851346126927-0.03236763461842956i	1.4713081313471879-0.03167582299270466i	1.471248965908656-0.030997208629730103i	1.471206604688526-0.03033197368689623i	1.4711800508455217-0.029680246144164268i	1.4711683452733324-0.02904210476116886i	1.471170567186542-0.028417583773265653i	
1.5290528133425023-0.024513311257736307i	1.5291404185117174-0.025057047764852677i	1.529219452607415-0.025614455207798897i	1.5292892268401455-0.02618573260542811i	1.5293490139021662-0.026771059978327235i	1.5293980468131527-0.02737059530879729i	1.5294355178814885-0.027984471225358663i	1.5294605778109165-0.028612791399091606i	1.5294723349861084-0.02925562664062236i	1.5294698549746923-0.029913010688597585i	1.5294521602874682-0.03058493568314003i	1.529418230442846-0.03127134732113564i	1.5293670023859336-0.03197213969436307i	1.529297371317044-0.032687149816536656i	1.5292081919886211-0.033416151851388645i	1.5290982805334943-0.03415885106105862i	1.5289664168908517-0.03491487750236581i	1.5288113478991174-0.03568377950808123i	1.5286317911268132-0.03646501700113009i	1.528426439513188-0.03725795470175118i	1.5281939668896183-0.03806185530098472i	1.527933034450159-0.03887587268836556i	1.5276422982347995-0.03969904533721199i	1.5273204176815862-0.04053028996718831i	1.5269660652934014-0.041368395620558884i	1.5265779374514954-0.042212018305316054i	1.5261547663905075-0.04305967637461596i	1.5256953333284144-0.04390974682703726i	1.5251984827194367-0.04476046272531535i	1.5246631375683712-0.045609911941508596i	1.5240883157112057-0.04645603744303972i	1.5234731469295522-0.04729663933566495i	1.522816890725956-0.04812937887506355i	1.522118954544349-0.04895178464732952i	1.521378912175946-0.049761261099184474i	1.5205965220471864-0.05055509957036675i	1.5197717450446235-0.05133049194277288i	1.5189047614939952-0.0520845469732519i	1.5179959868792763-0.05281430931961524i	1.5170460858646795-0.05351678120306335i	1.516055984170683-0.05418894657605517i	1.515026877856487-0.054827797584479615i	1.5139602395777423-0.0554303630292706i	1.512857821421476-0.05599373844836306i	1.51172165397068-0.05651511735863504i	1.5105540413190912-0.056991823123092505i	1.5093575518414177-0.05742134084506353i	1.5081350046237652-0.057801348642542424i	1.5068894515704516-0.05812974762568549i	1.5056241553229168-0.05840468989182851i	1.5043425632494378-0.05862460386741029i	1.5030482778856389-0.05878821636589108i	1.5017450243198498-0.05889457079492865i	1.500436615118764-0.058943041033155584i	1.4991269134725334-0.058933340603998775i	1.4978197953001111-0.05886552689700239i	1.4965191110920903-0.058740000320974005i	1.495228648277524-0.05855749841220395i	1.4939520948827791-0.05831908505891611i	1.4926930052053522-0.05802613513396855i	1.4914547681561399-0.057680314946056035i	1.490240578833546-0.057283559020491294i	1.4890534137866005-0.05683804380034356i	1.487896010307183-0.0563461589148376i	1.4867708499689838-0.055810476693349965i	1.4856801465084413-0.055233720610297875i	1.4846258380255934-0.0546187333301283i	1.483609583374943-0.05396844498494393i	1.4826327625215927-0.053285842263295156i	1.481696480558581-0.05257393882109688i	1.4808015750190717-0.051835747448506324i	1.4799486260723818-0.05107425434393333i	1.4791379691654274-0.050292395761916284i	1.4783697096599515-0.04949303721875489i	1.477643739019218-0.04867895536137993i	1.4769597521136455-0.04785282253319793i	1.4763172652408225-0.047017194007190406i	1.475715634489116-0.04617449780238519i	1.475154074113328-0.045327026955415115i	1.4746316746334438-0.04447693408422181i	1.4741474204114688-0.04362622805564644i	1.4737002065050822-0.04277677255197474i	1.4732888546389622-0.04193028632255937i	1.47291212817414-0.04108834490439431i	1.47256874599188-0.040252383598871955i	1.4722573952408622-0.03942370149982729i	1.4719767429246366-0.03860346637932709i	1.4717254463303289-0.03779272025154062i	1.4715021623195532-0.03699238545057999i	1.4713055555185806-0.03620327107468806i	1.4711343054573645-0.03542607966596187i	1.4709871127163576-0.03466141401143104i	1.470862704146555-0.03390978396737142i	1.4707598372322368-0.03317161322393299i	1.470677303667868-0.032447245941293716i	1.4706139322208465-0.03173695320148578i	1.4705685909506738-0.031040939231711227i	1.4705401888528822-0.03035934736535053i	1.4705276769930158-0.029692265715991647i	1.4705300491923154-0.029039732547718383i	1.470546342322716-0.02840174133166672i	
1.52959370455409-0.024414806257124146i	1.529695203652494-0.024966668039039512i	1.5297883583327077-0.025532878570892304i	1.529872462904756-0.026113676181641i	1.5299467702115548-0.026709281540035327i	1.530010490192625-0.027319894520182818i	1.5300627885482723-0.027945690763182648i	1.5301027855351388-0.028586817918261242i	1.5301295549283098-0.02924339154806541i	1.5301421231897332-0.0299154906845473i	1.5301394688875807-0.030603153024312706i	1.5301205224162828-0.03130636975550649i	1.5300841660722486-0.03202508001239358i	1.5300292345456405-0.03275916495888069i	1.5299545158939065-0.03350844150843783i	1.5298587530679109-0.034272655695341096i	1.5297406460662912-0.03505147572098603i	1.5295988547978443-0.03584448470931614i	1.5294320027350679-0.036651173217254335i	1.5292386814441288-0.037470931559465966i	1.5290174560771397-0.03830304202182429i	1.5287668719112917-0.03914667105454139i	1.5284854620156858-0.040000861553941704i	1.5281717561201371-0.04086452536107797i	1.5278242907503314-0.041736436125497024i	1.527441620679969-0.042615222703010644i	1.527022331732515-0.04349936327673138i	1.526565054942446-0.04438718041016308i	1.5260684820581554-0.04527683725890127i	1.5255313823357544-0.04616633518245986i	1.5249526205349235-0.047053513008713015i	1.5243311759849336-0.04793604820912286i	1.5236661625415457-0.048811460241938165i	1.5229568492045533-0.04967711631149252i	1.5222026811124927-0.05053023977325906i	1.5214033005771779-0.051367921385227125i	1.5205585677682296-0.05218713356550623i	1.5196685806090866-0.05298474776325393i	1.5187336934038567-0.05375755498498001i	1.5177545336817089-0.05450228944152489i	1.5167320167253886-0.055215655193782034i	1.5156673572457833-0.05589435557955139i	1.5145620776779452-0.05653512510261084i	1.513418012607693-0.05713476336179001i	1.5122373088932697-0.05769017049684256i	1.5110224211238776-0.05819838353407442i	1.5097761021555218-0.058656612933130965i	1.5085013885823615-0.059062278572196196i	1.5072015811353798-0.05941304436688401i	1.5058802201449288-0.059706850702353736i	1.5045410563539117-0.05994194387163373i	1.5031880175174361-0.06011690175736904i	1.5018251713657327-0.060230655069180586i	1.5004566856329753-0.060282503552740854i	1.4990867859588484-0.06027212671600353i	1.4977197125466803-0.060199588767637646i	1.4963596765075047-0.060065337626172756i	1.495010816830975-0.059870198028299196i	1.493677158901003-0.05961535893340007i	1.4923625754175966-0.059302355581014474i	1.4910707504997815-0.05893304670144241i	1.4898051476323912-0.05850958750105884i	1.488568981987875-0.05803439913848118i	1.4873651975098139-0.057510135472571i	1.4861964489946318-0.05693964789714383i	1.4850650892588977-0.056325949080728695i	1.4839731613380007-0.055672176404839374i	1.482922395533191-0.05498155584436061i	1.4819142110122847-0.05425736696314615i	1.4809497215776521-0.05350290961170017i	1.4800297451450644-0.052721472817030185i	1.4791548164289268-0.05191630625248403i	1.47832520230266-0.05109059457230104i	1.47754091929581-0.05024743479581485i	1.4768017526996016-0.04938981683310652i	1.4761072767772803-0.04852060715998473i	1.475456875611736-0.04764253557721831i	1.4748497641675393-0.04675818492795502i	1.4742850091947592-0.045869983598537535i	1.473761549655128-0.04498020059120924i	1.4732782164049874-0.04409094293177087i	1.4728337509220844-0.04320415516005879i	1.4724268229131687-0.04232162064490369i	1.4720560466853843-0.041444964466621007i	1.4717199962058591-0.040575657617680366i	1.4714172188102952-0.03971502228464249i	1.4711462475525274-0.038864237990473186i	1.4709056122130653-0.03802434839480577i	1.4706938490057417-0.0371962685696356i	1.470509509038145-0.036380792588456674i	1.4703511655939092-0.03557860128730894i	1.470217420313675-0.03479027007606098i	1.4701069083570921-0.03401627669710199i	1.4700183026310978-0.033257008846177286i	1.469950317170343-0.03251277158618638i	1.4699017097544753-0.031783794499274085i	1.4698712838444117-0.031070238535450472i	1.4698578899160932-0.030372202527295347i	1.4698604262658084-0.02968972935009919i	1.4698778393562433-0.02902281171515236i	1.4699091237671977-0.028371397590927754i	
